;;size;min;max;mean;stdev;quantiles:0.05;quantiles:0.25;quantiles:0.50;quantiles:0.75;quantiles:0.95;
D;51715;0.034094;5.616903;2.584742;1.074225;0.810862;1.816988;2.805948;3.702879;4.004002;
U;900;0.004768;2.043962;0.268572;0.547466;0.00596;0.006914;0.010014;0.052214;1.870215;
